Train size: 1000

Test size: 1000

['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']

XGBoost (accuracy): [0.882, 0.834, 0.881, 0.833, 0.848, 0.901, 0.865, 0.858, 0.835, 0.883, 0.868]

AdaBoost (CB) (accuracy): [0.871, 0.849, 0.86, 0.807, 0.836, 0.902, 0.877, 0.845, 0.821, 0.862, 0.855]

AdaBoost (RF) (accuracy): [0.849, 0.839, 0.864, 0.786, 0.849, 0.86, 0.877, 0.814, 0.813, 0.879, 0.824]

LightGBM (accuracy): [0.883, 0.845, 0.879, 0.838, 0.854, 0.906, 0.869, 0.87, 0.821, 0.894, 0.886]

AdaBoost (LGBM) (accuracy): [0.887, 0.843, 0.879, 0.835, 0.845, 0.903, 0.869, 0.864, 0.824, 0.891, 0.875]

XGBoost (auc): [0.8794770416638981, 0.8348225008406591, 0.8790814013663844, 0.8351850665983607, 0.8470818180361749, 0.9013051290690026, 0.8650771247101522, 0.853404875463699, 0.8167459619727293, 0.882906126498024, 0.8679074716298866]

AdaBoost (CB) (auc): [0.8658631802777594, 0.849413940529375, 0.8577491966574531, 0.8100826075819672, 0.8339127509251991, 0.9010043156695706, 0.878082467990725, 0.8344263381028088, 0.7849157918325835, 0.8618377894046305, 0.8548974195896784]

AdaBoost (RF) (auc): [0.8553807561964251, 0.839686314070231, 0.862519105712257, 0.7895267674180328, 0.8483354427337829, 0.8608717973400072, 0.8769936485532815, 0.8093865924748278, 0.7710994466566685, 0.8788340613449814, 0.8238032952131809]

LightGBM (auc): [0.879917270250515, 0.8449624505612401, 0.8771838681595532, 0.8402119620901639, 0.8521523894967878, 0.9062665447369687, 0.8683839096683134, 0.8643018018018018, 0.7987752322835323, 0.8939503032048512, 0.8859155436621747]

AdaBoost (LGBM) (auc): [0.8816781845969832, 0.843521320715441, 0.8769672364615217, 0.8372822745901638, 0.8432488505102613, 0.9029977057964736, 0.868928319387035, 0.8565679650238474, 0.8017186395683578, 0.8909302548840782, 0.8749254997019987]

XGBoost (precision [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

AdaBoost (CB) (precision [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

AdaBoost (RF) (precision [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

LightGBM (precision [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

AdaBoost (LGBM) (precision [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

XGBoost (precision [1]): [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]

AdaBoost (CB) (precision [1]): [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]

AdaBoost (RF) (precision [1]): [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]

LightGBM (precision [1]): [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]

AdaBoost (LGBM) (precision [1]): [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]

XGBoost (recall [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

AdaBoost (CB) (recall [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

AdaBoost (RF) (recall [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

LightGBM (recall [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

AdaBoost (LGBM) (recall [0]): [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]

XGBoost (recall [1]): [0.8926174496644296, 0.8641975308641975, 0.9146110056925996, 0.744140625, 0.8725868725868726, 0.8954372623574145, 0.865934065934066, 0.8783783783783784, 0.8848580441640379, 0.9063745019920318, 0.8216432865731463]

AdaBoost (CB) (recall [1]): [0.8926174496644296, 0.8641975308641975, 0.8994307400379506, 0.681640625, 0.8918918918918919, 0.9201520912547528, 0.8901098901098901, 0.8918918918918919, 0.919558359621451, 0.9023904382470119, 0.8036072144288577]

AdaBoost (RF) (recall [1]): [0.8221476510067114, 0.8641975308641975, 0.889943074003795, 0.642578125, 0.8667953667953668, 0.844106463878327, 0.8769230769230769, 0.8344594594594594, 0.9274447949526814, 0.9203187250996016, 0.7254509018036072]

LightGBM (recall [1]): [0.8959731543624161, 0.8436213991769548, 0.9108159392789373, 0.748046875, 0.9034749034749034, 0.9011406844106464, 0.8615384615384616, 0.8952702702702703, 0.8817034700315457, 0.9063745019920318, 0.843687374749499]

AdaBoost (LGBM) (recall [1]): [0.9093959731543624, 0.8621399176954733, 0.9146110056925996, 0.7421875, 0.8918918918918919, 0.903041825095057, 0.8681318681318682, 0.8969594594594594, 0.8848580441640379, 0.9083665338645418, 0.8376753507014028]

