Size: 10000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.93635, 0.9054, 0.9259, 0.9111, 0.8933, 0.9104, 0.8982, 0.8713, 0.8524, 0.9115, 0.8925]

LightGBM (accuracy): [0.9413500000000001, 0.9095, 0.9254, 0.9216, 0.9101, 0.9291, 0.9127, 0.8978, 0.8633, 0.9154, 0.9002]

Adaboost (LGBM) (accuracy): [0.9493, 0.9254, 0.9348, 0.9343, 0.9262, 0.9366, 0.9221, 0.9117, 0.8706, 0.9352, 0.9213]

Optimized LightGBM (accuracy): [0.9522999999999999, 0.9216, 0.9354, 0.9336, 0.9232, 0.9323, 0.92, 0.9102, 0.881, 0.9351, 0.9187]

Adaboost (Opt. LGBM) (accuracy): [0.9487, 0.9228, 0.9334, 0.9305, 0.9236, 0.9367, 0.9233, 0.9124, 0.8713, 0.9276, 0.918]

AdaBoost (RF) (auc): [0.985883134170414, 0.904288270609584, 0.9265974920646994, 0.9104559675965752, 0.896265502368388, 0.9121449640372477, 0.8966065059980546, 0.8822957108243497, 0.8660963979805542, 0.9117456427696231, 0.8928562856285628]

LightGBM (auc): [0.9867923803632739, 0.9088773372151953, 0.9254436180603112, 0.9211600303142027, 0.9116688530529181, 0.9300767201111234, 0.9115924364870653, 0.9049890393271163, 0.8742760429379152, 0.9154409742191992, 0.9003800380038004]

Adaboost (LGBM) (auc): [0.989219631065979, 0.9247822647984012, 0.9351082370242221, 0.9339008285199296, 0.9278164649294947, 0.9376241403389161, 0.9209571670449224, 0.9184429155009034, 0.8838868409448146, 0.93537145857818, 0.9214771477147714]

Optimized LightGBM (auc): [0.9904427066751162, 0.9208730458258899, 0.9357946827584829, 0.9331548149399861, 0.9249203098387302, 0.9334617795535104, 0.9187542778918549, 0.9175556051932345, 0.8921268170240387, 0.935290940461604, 0.9189328932893288]

Adaboost (Opt. LGBM) (auc): [0.989156258749069, 0.9221976707787143, 0.9335947303728915, 0.9300645072917947, 0.9252018203464315, 0.9375814085890576, 0.9222620491452221, 0.9191483344396942, 0.8828950620277844, 0.9277697481933435, 0.9181218121812181]

AdaBoost (RF) (precision): [0.9525568849409265, 0.9338218965134355, 0.9455958549222798, 0.9630052523407171, 0.9589766210851345, 0.960792761740629, 0.9495798319327731, 0.9537526944934352, 0.945009819675058, 0.9277256022866476, 0.9244074311338886]

LightGBM (precision): [0.9507372954274936, 0.922879177377892, 0.931928060336492, 0.956140350877193, 0.9467602146099876, 0.9585130416923393, 0.947391985672711, 0.9573991031390134, 0.9454354669464848, 0.9199602780536247, 0.9168724279835391]

Adaboost (LGBM) (precision): [0.957732324853003, 0.940192926045016, 0.9460199491492275, 0.9664853101196953, 0.9636588891183151, 0.9672704816797035, 0.9595596495169625, 0.9661173856693205, 0.9558849479442386, 0.9470813976974348, 0.9381294964028777]

Optimized LightGBM (precision): [0.9628274802094493, 0.9395117736012097, 0.9483604947967799, 0.9699165568730787, 0.9628553641834405, 0.9667843055843887, 0.9612420670897552, 0.9677599701826314, 0.9571552471812662, 0.9481571486431754, 0.9405281763360366]

Adaboost (Opt. LGBM) (precision): [0.9570208105840315, 0.9368443588096768, 0.9424012453784784, 0.9655928117466579, 0.9607843137254902, 0.9634619310063278, 0.9568024938766422, 0.9666790077748982, 0.952114645228941, 0.9394061805695819, 0.9298780487804879]

AdaBoost (RF) (recall): [0.9310063463281958, 0.8664743457655059, 0.9102244389027432, 0.852953074433657, 0.8315165423599159, 0.8620023192887515, 0.8353182751540041, 0.822406218316999, 0.8192230304906362, 0.8953694581280788, 0.8572277227722772]

LightGBM (recall): [0.9425203989120581, 0.887698330929322, 0.9244197199309419, 0.8818770226537217, 0.8774144195830943, 0.9020100502512562, 0.868993839835729, 0.8658330517066577, 0.8367125831914565, 0.9127093596059114, 0.8823762376237624]

Adaboost (LGBM) (recall): [0.9500453309156844, 0.9037708633834741, 0.9278726261269902, 0.8982605177993528, 0.8925224708357239, 0.9081948202551218, 0.8770020533880903, 0.8817167962149375, 0.8384151060207399, 0.9239408866995074, 0.9037623762376238]

Optimized LightGBM (recall): [0.9502266545784224, 0.8961467133731712, 0.9265298292729715, 0.893406148867314, 0.8873589596481163, 0.9000773096250483, 0.8708418891170431, 0.8774923960797567, 0.8540473610896147, 0.9225615763546798, 0.8956435643564357]

Adaboost (Opt. LGBM) (recall): [0.9496826835902086, 0.9017102822996085, 0.9290235948590063, 0.8911812297734628, 0.8902275769745649, 0.9122535755701585, 0.8823408624229979, 0.8823927002365665, 0.8432131249032657, 0.9164532019704433, 0.905940594059406]

