Size: 10000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

XGBoost (accuracy): [0.9440999999999999, 0.9131, 0.9271, 0.9199, 0.9053, 0.9233, 0.9057, 0.8992, 0.8617, 0.9135, 0.8959]

LightGBM (accuracy): [0.9413500000000001, 0.9095, 0.9254, 0.9216, 0.9101, 0.9291, 0.9127, 0.8978, 0.8633, 0.9154, 0.9002]

Adaboost (LGBM) (accuracy): [0.9493, 0.9254, 0.9348, 0.9343, 0.9262, 0.9366, 0.9221, 0.9117, 0.8706, 0.9352, 0.9213]

Optimized LightGBM (accuracy): [0.9522999999999999, 0.9216, 0.9354, 0.9336, 0.9232, 0.9323, 0.92, 0.9102, 0.881, 0.9351, 0.9187]

Adaboost (Opt. LGBM) (accuracy): [0.9487499999999999, 0.9209, 0.933, 0.9301, 0.9216, 0.9343, 0.9205, 0.9095, 0.8643, 0.9241, 0.9104]

XGBoost (auc): [0.9870887242758425, 0.9124745665163141, 0.927219260425049, 0.9194407746507722, 0.9072442919164957, 0.9245275198075877, 0.9043743570653763, 0.906665884017718, 0.8727822627288936, 0.913647070590883, 0.8961406140614061]

LightGBM (auc): [0.9867923803632739, 0.9088773372151953, 0.9254436180603112, 0.9211600303142027, 0.9116688530529181, 0.9300767201111234, 0.9115924364870653, 0.9049890393271163, 0.8742760429379152, 0.9154409742191992, 0.9003800380038004]

Adaboost (LGBM) (auc): [0.989219631065979, 0.9247822647984012, 0.9351082370242221, 0.9339008285199296, 0.9278164649294947, 0.9376241403389161, 0.9209571670449224, 0.9184429155009034, 0.8838868409448146, 0.93537145857818, 0.9214771477147714]

Optimized LightGBM (auc): [0.9904427066751162, 0.9208730458258899, 0.9357946827584829, 0.9331548149399861, 0.9249203098387302, 0.9334617795535104, 0.9187542778918549, 0.9175556051932345, 0.8921268170240387, 0.935290940461604, 0.9189328932893288]

Adaboost (Opt. LGBM) (auc): [0.9889680621715783, 0.9203225099647132, 0.9332537515782141, 0.9296891002007291, 0.9232435125216059, 0.935276056715725, 0.9194549515472459, 0.9159381628955185, 0.876711198571436, 0.9242914655797554, 0.9105750575057505]

XGBoost (precision): [0.9521827906945426, 0.9269181311615945, 0.9350019402405898, 0.9559762271626678, 0.9496010079798404, 0.959541188738269, 0.9477765108323831, 0.9597378277153558, 0.9446584938704028, 0.9240531829170024, 0.9176911856636799]

LightGBM (precision): [0.9507372954274936, 0.922879177377892, 0.931928060336492, 0.956140350877193, 0.9467602146099876, 0.9585130416923393, 0.947391985672711, 0.9573991031390134, 0.9454354669464848, 0.9199602780536247, 0.9168724279835391]

Adaboost (LGBM) (precision): [0.957732324853003, 0.940192926045016, 0.9460199491492275, 0.9664853101196953, 0.9636588891183151, 0.9672704816797035, 0.9595596495169625, 0.9661173856693205, 0.9558849479442386, 0.9470813976974348, 0.9381294964028777]

Optimized LightGBM (precision): [0.9628274802094493, 0.9395117736012097, 0.9483604947967799, 0.9699165568730787, 0.9628553641834405, 0.9667843055843887, 0.9612420670897552, 0.9677599701826314, 0.9571552471812662, 0.9481571486431754, 0.9405281763360366]

Adaboost (Opt. LGBM) (precision): [0.9570522740503389, 0.933974358974359, 0.9432195121951219, 0.9629225736095965, 0.9596690796277145, 0.9636624923013755, 0.9538872800178213, 0.9630519120635507, 0.9496124031007752, 0.9371961102106969, 0.9268392930538429]

XGBoost (recall): [0.9462375339981868, 0.8912013187718937, 0.9244197199309419, 0.8784385113268608, 0.8647925033467202, 0.8892539621182838, 0.8533880903490759, 0.8660020277120649, 0.8348552855595109, 0.9038423645320197, 0.8720792079207921]

LightGBM (recall): [0.9425203989120581, 0.887698330929322, 0.9244197199309419, 0.8818770226537217, 0.8774144195830943, 0.9020100502512562, 0.868993839835729, 0.8658330517066577, 0.8367125831914565, 0.9127093596059114, 0.8823762376237624]

Adaboost (LGBM) (recall): [0.9500453309156844, 0.9037708633834741, 0.9278726261269902, 0.8982605177993528, 0.8925224708357239, 0.9081948202551218, 0.8770020533880903, 0.8817167962149375, 0.8384151060207399, 0.9239408866995074, 0.9037623762376238]

Optimized LightGBM (recall): [0.9502266545784224, 0.8961467133731712, 0.9265298292729715, 0.893406148867314, 0.8873589596481163, 0.9000773096250483, 0.8708418891170431, 0.8774923960797567, 0.8540473610896147, 0.9225615763546798, 0.8956435643564357]

Adaboost (Opt. LGBM) (recall): [0.9497733454215777, 0.9006799917576757, 0.9272971417609822, 0.8930016181229773, 0.8873589596481163, 0.9072284499420178, 0.8792607802874743, 0.8808719161879013, 0.8342361863488624, 0.9115270935960591, 0.8930693069306931]

