Size: 30000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.9578166666666668, 0.9293333333333333, 0.9441666666666667, 0.9257333333333333, 0.9128, 0.9243333333333333, 0.9118666666666667, 0.8988, 0.9009, 0.9286333333333333, 0.9168]

LightGBM (accuracy): [0.9492666666666668, 0.9186666666666666, 0.9308666666666666, 0.9294333333333333, 0.9161, 0.9372666666666667, 0.9187333333333333, 0.9043666666666667, 0.8675, 0.9236, 0.9085]

Adaboost (LGBM) (accuracy): [0.9684999999999999, 0.9455, 0.9505666666666667, 0.9441, 0.9356333333333333, 0.9439666666666666, 0.9364666666666667, 0.9353333333333333, 0.9177, 0.9468666666666666, 0.9333]

Optimized LightGBM (accuracy): [0.9675666666666667, 0.9423666666666667, 0.9493, 0.9446666666666667, 0.9334, 0.9403666666666667, 0.9331333333333334, 0.9256666666666666, 0.9225333333333333, 0.9497666666666666, 0.9347]

AdaBoost (RF) (auc): [0.9929634680630028, 0.9282445076242055, 0.9448144836163744, 0.923657143590606, 0.915097888466957, 0.9263753279281518, 0.9091403233340396, 0.9084669865060266, 0.9114106965652471, 0.9286802079458691, 0.9168100207509349]

LightGBM (auc): [0.9899276065683391, 0.9180680508753525, 0.9310578579120624, 0.9280999515598372, 0.9174928504844863, 0.9382071746595015, 0.9170254788763195, 0.9110130063530228, 0.8799624942053014, 0.923613752723986, 0.9085048734936799]

Adaboost (LGBM) (auc): [0.9950733668391039, 0.9449859611738108, 0.9508734622431491, 0.9427322818941269, 0.9370591809734755, 0.9452741279024829, 0.9346110927809922, 0.9407346803463413, 0.9262256470536995, 0.9468875382043371, 0.9333053908128279]

Optimized LightGBM (auc): [0.9952521351081784, 0.9416748509899429, 0.9497042258675639, 0.9432362952033841, 0.9349273816399825, 0.9418347634485057, 0.9310866110433117, 0.9323844180211867, 0.9300552628359756, 0.9497889913660363, 0.9347062086902194]

AdaBoost (RF) (precision): [0.9705935590149644, 0.9575189910760381, 0.9649677245831092, 0.9750291715285881, 0.9744998900857331, 0.978162488326988, 0.9698327598623669, 0.9707455377279464, 0.968140589569161, 0.9533459995777919, 0.9507062554050159]

LightGBM (precision): [0.9575363391499299, 0.9306020662629142, 0.9399279397314118, 0.9582093991671624, 0.9541341870824054, 0.9633412242137301, 0.9514166981488478, 0.9604885952885455, 0.9519869479081692, 0.93066829004329, 0.924040124524386]

Adaboost (LGBM) (precision): [0.9747439657594166, 0.9574875798438609, 0.9617968647082071, 0.9761265293942106, 0.9746588693957114, 0.9790489317711922, 0.9761922930179321, 0.9784343588181541, 0.9735143556643668, 0.9580548356295184, 0.9515871362089324]

Optimized LightGBM (precision): [0.9755764377383791, 0.959566216604424, 0.9632304226845104, 0.9785815921515765, 0.9750717736853162, 0.9795577805590321, 0.9773305574832293, 0.977395181767511, 0.9739879604572818, 0.9618091138894582, 0.9559594547361062]

AdaBoost (RF) (recall): [0.9523537335518919, 0.8937151510979555, 0.9255723960012899, 0.8679454331417492, 0.8543071882829062, 0.873836873516011, 0.8424271912142907, 0.8536861789539298, 0.8762891887731541, 0.9016371622520963, 0.8792322047454012]

LightGBM (recall): [0.9501468706773839, 0.8990844634129552, 0.925378910029023, 0.8923204764213004, 0.880644954069506, 0.9140088558044023, 0.8752345867797316, 0.8733495778319261, 0.8383190517727949, 0.9156794888859311, 0.8902292721940815]

Adaboost (LGBM) (recall): [0.9679536811183196, 0.9286845184828251, 0.9417607223476298, 0.906031438266048, 0.8993383439326781, 0.9116344734646731, 0.8892055327726419, 0.9101263670878903, 0.8977371850787624, 0.9348462664714495, 0.913089842708611]

Optimized LightGBM (recall): [0.9653538498271776, 0.9197356646244923, 0.9376975169300226, 0.904854234471297, 0.8945204599473244, 0.904062118975807, 0.8810036838812817, 0.8943163143877146, 0.9049207245112627, 0.9369093571143352, 0.9114236203679019]

