Train size: 100

Test size: 100

['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']

XGBoost (accuracy): [0.71, 0.76, 0.77, 0.73, 0.8, 0.76, 0.73, 0.65, 0.68, 0.68, 0.74]

AdaBoost (CB) (accuracy): [0.74, 0.76, 0.73, 0.7, 0.79, 0.81, 0.87, 0.71, 0.74, 0.65, 0.75]

AdaBoost (RF) (accuracy): [0.74, 0.74, 0.69, 0.65, 0.77, 0.79, 0.77, 0.72, 0.74, 0.7, 0.72]

LightGBM (accuracy): [0.73, 0.73, 0.75, 0.74, 0.79, 0.76, 0.78, 0.68, 0.73, 0.66, 0.78]

AdaBoost (LGBM) (accuracy): [0.73, 0.73, 0.75, 0.74, 0.79, 0.76, 0.75, 0.68, 0.73, 0.66, 0.77]

XGBoost (auc): [0.7112845138055222, 0.7536945812807883, 0.7291666666666667, 0.7280912364945978, 0.7987194877951181, 0.7612179487179487, 0.7181818181818183, 0.6401405539479124, 0.6041666666666667, 0.6838735494197679, 0.7610582885489873]

AdaBoost (CB) (auc): [0.7398959583833532, 0.7569786535303777, 0.6666666666666666, 0.6978791516606643, 0.7881152460984393, 0.8108974358974359, 0.8676767676767676, 0.7021496486151302, 0.6510416666666667, 0.6552621048419368, 0.7732534105002068]

AdaBoost (RF) (auc): [0.7410964385754302, 0.7298850574712643, 0.6375, 0.6476590636254502, 0.7673069227691076, 0.7916666666666667, 0.7707070707070708, 0.7180653162463827, 0.6692708333333333, 0.7038815526210485, 0.7403885903265812]

LightGBM (auc): [0.730892356942777, 0.7179802955665024, 0.7, 0.7378951580632253, 0.7881152460984393, 0.7604166666666667, 0.7757575757575758, 0.6692848284415047, 0.6796875, 0.6634653861544618, 0.802397684993799]

AdaBoost (LGBM) (auc): [0.730892356942777, 0.7179802955665024, 0.7, 0.7382953181272508, 0.7881152460984393, 0.7604166666666667, 0.7424242424242422, 0.6692848284415047, 0.6796875, 0.6638655462184874, 0.7864820173625465]

XGBoost (precision): [0.75, 0.7142857142857143, 0.7466666666666667, 0.775, 0.8372093023255814, 0.7916666666666666, 0.75, 0.7068965517241379, 0.7, 0.6231884057971014, 0.8837209302325582]

AdaBoost (CB) (precision): [0.7450980392156863, 0.7045454545454546, 0.6941176470588235, 0.7435897435897436, 0.85, 0.8367346938775511, 0.8636363636363636, 0.7586206896551724, 0.7209302325581395, 0.5921052631578947, 0.9047619047619048]

AdaBoost (RF) (precision): [0.7777777777777778, 0.7, 0.6835443037974683, 0.6842105263157895, 0.8611111111111112, 0.8297872340425532, 0.7291666666666666, 0.7818181818181819, 0.7375, 0.6376811594202898, 0.8604651162790697]

LightGBM (precision): [0.7608695652173914, 0.6923076923076923, 0.7215189873417721, 0.7948717948717948, 0.85, 0.78, 0.7674418604651163, 0.7288135593220338, 0.7534246575342466, 0.6119402985074627, 0.9302325581395349]

AdaBoost (LGBM) (precision): [0.7608695652173914, 0.6923076923076923, 0.7215189873417721, 0.7804878048780488, 0.85, 0.78, 0.75, 0.7288135593220338, 0.7534246575342466, 0.6086956521739131, 0.8913043478260869]

XGBoost (recall): [0.6470588235294118, 0.7142857142857143, 0.9333333333333333, 0.6326530612244898, 0.7346938775510204, 0.7307692307692307, 0.6, 0.6949152542372882, 0.875, 0.8775510204081632, 0.6440677966101694]

AdaBoost (CB) (recall): [0.7450980392156863, 0.7380952380952381, 0.9833333333333333, 0.5918367346938775, 0.6938775510204082, 0.7884615384615384, 0.8444444444444444, 0.7457627118644068, 0.96875, 0.9183673469387755, 0.6440677966101694]

AdaBoost (RF) (recall): [0.6862745098039216, 0.6666666666666666, 0.9, 0.5306122448979592, 0.6326530612244898, 0.75, 0.7777777777777778, 0.7288135593220338, 0.921875, 0.8979591836734694, 0.6271186440677966]

LightGBM (recall): [0.6862745098039216, 0.6428571428571429, 0.95, 0.6326530612244898, 0.6938775510204082, 0.75, 0.7333333333333333, 0.7288135593220338, 0.859375, 0.8367346938775511, 0.6779661016949152]

AdaBoost (LGBM) (recall): [0.6862745098039216, 0.6428571428571429, 0.95, 0.6530612244897959, 0.6938775510204082, 0.75, 0.6666666666666666, 0.7288135593220338, 0.859375, 0.8571428571428571, 0.6949152542372882]

