Train size: 40000

Test size: 40000

['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']

XGBoost (accuracy): [0.9216, 0.9229, 0.942325, 0.936775, 0.938725, 0.9607, 0.939125, 0.933025, 0.92665, 0.961325, 0.954925]

AdaBoost (CB) (accuracy): [0.9296, 0.92825, 0.942875, 0.93995, 0.939825, 0.960025, 0.939375, 0.91445, 0.922075, 0.95955, 0.95685]

AdaBoost (RF) (accuracy): [0.913575, 0.925275, 0.94725, 0.9308, 0.936375, 0.960475, 0.934775, 0.907525, 0.920325, 0.95625, 0.952175]

LightGBM (accuracy): [0.92365, 0.919775, 0.934675, 0.9313, 0.934125, 0.95695, 0.932725, 0.90845, 0.909325, 0.958675, 0.9531]

AdaBoost (LGBM) (accuracy): [0.939325, 0.939225, 0.95665, 0.949, 0.953425, 0.968875, 0.9499, 0.951425, 0.9411, 0.963875, 0.96405]

XGBoost (auc): [0.9247125950073996, 0.9225184480457528, 0.942210940552319, 0.9356581499475529, 0.9383560146950967, 0.9605425402468627, 0.9386805274068442, 0.9321574434447714, 0.9095240148342643, 0.9612922994229606, 0.9549708700766301]

AdaBoost (CB) (auc): [0.9318011387442178, 0.9280113759128841, 0.9427150845675205, 0.9389453891353092, 0.9392440640612688, 0.9598329869101687, 0.939045091303293, 0.9080599491431746, 0.9075853967646199, 0.9595353684661191, 0.9568883019156474]

AdaBoost (RF) (auc): [0.9194085856140902, 0.9245063513098182, 0.9476084582559677, 0.9292242887697757, 0.9361537153521904, 0.960548306204889, 0.9339258262919945, 0.9036377483484044, 0.9078366603453022, 0.9562156342823571, 0.9522470575343752]

LightGBM (auc): [0.9258546707491236, 0.9194400321862205, 0.934554183870124, 0.9301545294663776, 0.9336062748746103, 0.9568119629002587, 0.9322230256197089, 0.901839589979007, 0.8976609028550477, 0.9586435746752688, 0.9531483862619631]

AdaBoost (LGBM) (auc): [0.9419243915777382, 0.9389083298039493, 0.9567715602949683, 0.9480984550817169, 0.95318077395903, 0.9688244814435848, 0.9493358152846609, 0.9514183820947661, 0.9339326872910249, 0.9638365227011005, 0.9640965667232897]

XGBoost (precision [0]): [0.8786710011570885, 0.9164446136277122, 0.9417410251089438, 0.9122910879366092, 0.9435475361401288, 0.9616309461578673, 0.9344711833955841, 0.9108448172558419, 0.9322867853795689, 0.95371730825742, 0.9376024688976757]

AdaBoost (CB) (precision [0]): [0.8935146326450675, 0.9253408872671404, 0.9436004162330905, 0.9177893868572999, 0.9502189936972546, 0.9617700968840011, 0.9370217215647132, 0.9147004284161392, 0.9130434782608695, 0.956291718170581, 0.9422097142025329]

AdaBoost (RF) (precision [0]): [0.8555084745762712, 0.9084242283592481, 0.9341700690558999, 0.8965731534090909, 0.9372842347525892, 0.9556553611068092, 0.9225662689754421, 0.8911623320596573, 0.9023283493267872, 0.9483728896501101, 0.9257930513595166]

LightGBM (precision [0]): [0.8860349544921547, 0.9147930688815695, 0.9337586886606495, 0.9067673276332545, 0.9423342908820087, 0.9570891626644393, 0.9274897391140255, 0.9071314358810362, 0.8794149908592321, 0.9514310919427563, 0.9349405707136327]

AdaBoost (LGBM) (precision [0]): [0.9035175879396985, 0.9334033513152241, 0.9504119543523872, 0.9284002948765204, 0.9563142437591777, 0.9677570336470955, 0.9418397068495725, 0.9315493967267949, 0.9208092485549133, 0.954833984375, 0.9461660802930262]

XGBoost (precision [1]): [0.9572559608255915, 0.9300463548251159, 0.9428681721675353, 0.9665761321434511, 0.9343818302765371, 0.9598466698610446, 0.9443471802217625, 0.9489060489060489, 0.9239961759082218, 0.9692574813604331, 0.9735749143391133]

AdaBoost (CB) (precision [1]): [0.9587419223643183, 0.9314103901523054, 0.9422040423484119, 0.9665529761249863, 0.9306795751480402, 0.9584309973690505, 0.941986182163388, 0.9142892327901153, 0.9265128071287424, 0.9628824273072061, 0.9724098808725697]

AdaBoost (RF) (precision [1]): [0.9654829545454545, 0.9449471687889461, 0.9601210257427707, 0.9749313186813187, 0.935542572550522, 0.9650007271317078, 0.9490221572132835, 0.9186926894927231, 0.9294348006175396, 0.9644773830820342, 0.9818771258503401]

LightGBM (precision [1]): [0.9541442216287176, 0.9252532675450108, 0.9355274587395039, 0.9612480568509882, 0.9268465239128384, 0.9568221070811744, 0.9386268148699676, 0.9092961214857377, 0.9248622981956315, 0.9662175954276383, 0.9727353140121755]

AdaBoost (LGBM) (precision [1]): [0.9683567224988683, 0.9456253608355639, 0.9626081431154992, 0.9734368167905553, 0.9507930441429391, 0.9699099706321314, 0.9590680773752271, 0.9657322211712099, 0.9518348623853211, 0.9733606557377049, 0.9833255415303102]

XGBoost (recall [0]): [0.9446715241988034, 0.9354964056732077, 0.9387702332316284, 0.9707792207792207, 0.9283155982351414, 0.9564313195383176, 0.9496012299413856, 0.927347038370036, 0.8523993144815767, 0.9700124533001245, 0.9744900516213101]

AdaBoost (CB) (recall [0]): [0.9459155263313784, 0.9361278414610452, 0.9378910896209339, 0.9705369257608064, 0.9234362834155204, 0.9548195903088281, 0.947150956087249, 0.8726285609711463, 0.859254498714653, 0.9634371108343711, 0.9731869894251491]

AdaBoost (RF) (recall [0]): [0.9568153545406077, 0.9506508645813095, 0.9584216786471531, 0.9787749563868967, 0.9301323643913834, 0.9624623063325362, 0.9547900451619102, 0.8820838162630391, 0.8661810911168237, 0.9653798256537982, 0.982909838119581]

LightGBM (recall [0]): [0.9399917066524495, 0.9308334952399456, 0.9309096550654187, 0.9661756154293468, 0.9194913054762522, 0.9532078610793386, 0.9445565484769867, 0.8651863600317209, 0.8587546415309911, 0.9670236612702366, 0.9737382849696787]

AdaBoost (LGBM) (recall [0]): [0.9585925004442865, 0.9496794249077132, 0.9604385375187464, 0.9764489242101182, 0.9465351674020244, 0.9675054590828741, 0.9631978476025752, 0.9513816873055573, 0.910025706940874, 0.9740971357409713, 0.9839121936550894]

XGBoost (recall [1]): [0.9047536658159955, 0.909540490418298, 0.9456516478730097, 0.9005370791158851, 0.9483964311550519, 0.9646537609554079, 0.9277598248723027, 0.9369678485195069, 0.9666487151869518, 0.9525721455457967, 0.9354516885319499]

AdaBoost (CB) (recall [1]): [0.917686751157057, 0.9198949103647228, 0.9475390795141073, 0.907353852509812, 0.9550518447070171, 0.9648463835115092, 0.930939226519337, 0.9434913373152031, 0.9559162948145868, 0.955633626097867, 0.9405896144061455]

AdaBoost (RF) (recall [1]): [0.8820018166875729, 0.8983618380383268, 0.9367952378647825, 0.8796736211526545, 0.9421750663129973, 0.9586343060772416, 0.9130616074220786, 0.9251916804337696, 0.9494922295737805, 0.9470514429109159, 0.9215842769491694]

LightGBM (recall [1]): [0.9117176348457978, 0.9080465691324954, 0.9381987126748295, 0.8941334435034084, 0.9477212442729684, 0.9604160647211788, 0.919889502762431, 0.9384928199262931, 0.9365671641791045, 0.9502634880803011, 0.9325584875542475]

AdaBoost (LGBM) (recall [1]): [0.92525628271119, 0.9281372347001855, 0.9531045830711901, 0.9197479859533154, 0.9598263805160356, 0.9701435038042955, 0.9354737829667465, 0.9514550768839751, 0.9578396676411756, 0.9535759096612296, 0.94428093979149]

