Size: 10000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.9359499999999998, 0.904, 0.9271, 0.9106, 0.8912, 0.9055, 0.8974, 0.8671, 0.8522, 0.911, 0.895]

LightGBM (accuracy): [0.9413500000000001, 0.9095, 0.9254, 0.9216, 0.9101, 0.9291, 0.9127, 0.8978, 0.8633, 0.9154, 0.9002]

Adaboost (LGBM) (accuracy): [0.9493, 0.9254, 0.9348, 0.9343, 0.9262, 0.9366, 0.9221, 0.9117, 0.8706, 0.9352, 0.9213]

Optimized LightGBM (accuracy): [0.9522999999999999, 0.9216, 0.9354, 0.9336, 0.9232, 0.9323, 0.92, 0.9102, 0.881, 0.9351, 0.9187]

AdaBoost (RF) (auc): [0.9857778168590577, 0.9029459103270503, 0.9277569962865811, 0.9099525444471754, 0.89419321545647, 0.9073888441858629, 0.8957851507619151, 0.8787852156840863, 0.8646637142392687, 0.9112170238303618, 0.8953495349534952]

LightGBM (auc): [0.9867923803632739, 0.9088773372151953, 0.9254436180603112, 0.9211600303142027, 0.9116688530529181, 0.9300767201111234, 0.9115924364870653, 0.9049890393271163, 0.8742760429379152, 0.9154409742191992, 0.9003800380038004]

Adaboost (LGBM) (auc): [0.989219631065979, 0.9247822647984012, 0.9351082370242221, 0.9339008285199296, 0.9278164649294947, 0.9376241403389161, 0.9209571670449224, 0.9184429155009034, 0.8838868409448146, 0.93537145857818, 0.9214771477147714]

Optimized LightGBM (auc): [0.9904427066751162, 0.9208730458258899, 0.9357946827584829, 0.9331548149399861, 0.9249203098387302, 0.9334617795535104, 0.9187542778918549, 0.9175556051932345, 0.8921268170240387, 0.935290940461604, 0.9189328932893288]

AdaBoost (RF) (precision): [0.9523455772285152, 0.9303559584346672, 0.9459029435163087, 0.9627513711151737, 0.9573669096531919, 0.9597738638834529, 0.9494855004677268, 0.9535481320419055, 0.9418336584500798, 0.9255643685173887, 0.9264392324093816]

LightGBM (precision): [0.9507372954274936, 0.922879177377892, 0.931928060336492, 0.956140350877193, 0.9467602146099876, 0.9585130416923393, 0.947391985672711, 0.9573991031390134, 0.9454354669464848, 0.9199602780536247, 0.9168724279835391]

Adaboost (LGBM) (precision): [0.957732324853003, 0.940192926045016, 0.9460199491492275, 0.9664853101196953, 0.9636588891183151, 0.9672704816797035, 0.9595596495169625, 0.9661173856693205, 0.9558849479442386, 0.9470813976974348, 0.9381294964028777]

Optimized LightGBM (precision): [0.9628274802094493, 0.9395117736012097, 0.9483604947967799, 0.9699165568730787, 0.9628553641834405, 0.9667843055843887, 0.9612420670897552, 0.9677599701826314, 0.9571552471812662, 0.9481571486431754, 0.9405281763360366]

AdaBoost (RF) (recall): [0.930462375339982, 0.8670925200906656, 0.9123345482447727, 0.8521440129449838, 0.8288391661885638, 0.8531117124081948, 0.8336755646817249, 0.815140250084488, 0.8220089769385545, 0.8967487684729064, 0.8603960396039604]

LightGBM (recall): [0.9425203989120581, 0.887698330929322, 0.9244197199309419, 0.8818770226537217, 0.8774144195830943, 0.9020100502512562, 0.868993839835729, 0.8658330517066577, 0.8367125831914565, 0.9127093596059114, 0.8823762376237624]

Adaboost (LGBM) (recall): [0.9500453309156844, 0.9037708633834741, 0.9278726261269902, 0.8982605177993528, 0.8925224708357239, 0.9081948202551218, 0.8770020533880903, 0.8817167962149375, 0.8384151060207399, 0.9239408866995074, 0.9037623762376238]

Optimized LightGBM (recall): [0.9502266545784224, 0.8961467133731712, 0.9265298292729715, 0.893406148867314, 0.8873589596481163, 0.9000773096250483, 0.8708418891170431, 0.8774923960797567, 0.8540473610896147, 0.9225615763546798, 0.8956435643564357]

